product_id,category,product_title,brand,model,features,price,rating,review_count,image_url
B0CHX5R7C2,Smartphones,Apple iPhone 15 Pro Max (512 GB) - Natural Titanium,Apple,iPhone 15 Pro Max,"FORGED TITANIUM  iPhone 15 Pro Max strong light aerospace-grade titanium design textured matte-glass back . also features Ceramic Shield front thats tougher smartphone glass . its splash , water , dust resistant . ADVANCED DISPLAY  6.7_x009d_ Super Retina XDR display ProMotion ramps refresh rates 120Hz need exceptional graphics performance . Dynamic Island bubbles alerts Live Notifications . Plus , Always-On display , Lock Screen stays glanceable , dont tap stay know . GAME-CHANGING A17 PRO CHIP  Pro-class GPU makes mobile games feel immersive , rich environments realistic characters . A17 Pro also incredibly efficient helps deliver amazing all-day battery life . POWERFUL PRO CAMERA SYSTEM  Get incredible framing flexibility 7 pro lenses . Capture super high-resolution photos color detail using 48MP Main camera . take sharper close-ups farther away 5x Telephoto camera iPhone 15 Pro Max . CUSTOMIZABLE ACTION BUTTON  Action button fast track favorite feature . set one want , like Silent mode , Camera , Voice Memo , Shortcut , . press hold launch action .  See product details",138900.0,4.4,330,https://m.media-amazon.com/images/I/41037bXz-GL._SY445_SX342_QL70_ML2_.jpg
B0CHX7FDD7,Smartphones,Apple iPhone 15 Pro Max (512 GB) - White Titanium,Apple,iPhone 15 Pro Max,"FORGED TITANIUM  iPhone 15 Pro Max strong light aerospace-grade titanium design textured matte-glass back . also features Ceramic Shield front thats tougher smartphone glass . its splash , water , dust resistant . ADVANCED DISPLAY  6.7_x009d_ Super Retina XDR display ProMotion ramps refresh rates 120Hz need exceptional graphics performance . Dynamic Island bubbles alerts Live Notifications . Plus , Always-On display , Lock Screen stays glanceable , dont tap stay know . GAME-CHANGING A17 PRO CHIP  Pro-class GPU makes mobile games feel immersive , rich environments realistic characters . A17 Pro also incredibly efficient helps deliver amazing all-day battery life . POWERFUL PRO CAMERA SYSTEM  Get incredible framing flexibility 7 pro lenses . Capture super high-resolution photos color detail using 48MP Main camera . take sharper close-ups farther away 5x Telephoto camera iPhone 15 Pro Max . CUSTOMIZABLE ACTION BUTTON  Action button fast track favorite feature . set one want , like Silent mode , Camera , Voice Memo , Shortcut , . press hold launch action .  See product details",138900.0,4.4,330,https://m.media-amazon.com/images/I/41JrUCWNjHL._SY445_SX342_QL70_ML2_.jpg
B0DGHYPFYB,Smartphones,"iPhone 16 Pro Max 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Natural Titanium",Apple,iPhone 16 Pro Max,"STUNNING TITANIUM DESIGN  iPhone 16 Pro Max strong light titanium design larger 17.43 cm ( 6.9 ) Super Retina XDR display . Its remarkably durable latest-generation Ceramic Shield material thats 2x tougher smartphone glass . BUILT APPLE INTELLIGENCE  Apple Intelligence personal intelligence system helps write , express get things done effortlessly . groundbreaking privacy protections , gives peace mind one else access data  even Apple . TAKE TOTAL CAMERA CONTROL  Camera Control gives easier way quickly access camera tools , like zoom depth field , take perfect shot record time . MAGNIFICENT SHOTS  Take videos whole new level 4K 120 fps Dolby Vision , enabled 48MP Fusion camera . improved 48MP Ultra Wide camera lets capture mesmerising detail macro photos wide-angle shots . PHOTOGRAPHIC STYLES  latest-generation Photographic Styles give greater creative flexibility , make every photo even . thanks advances image pipeline , reverse style , time .  See product details",135900.0,4.3,147,https://m.media-amazon.com/images/I/31hNgq0MCKL._SY445_SX342_QL70_ML2_.jpg
B0DGHYDZR9,Smartphones,"iPhone 16 Pro Max 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Desert Titanium",Apple,iPhone 16 Pro Max,"STUNNING TITANIUM DESIGN  iPhone 16 Pro Max strong light titanium design larger 17.43 cm ( 6.9 ) Super Retina XDR display . Its remarkably durable latest-generation Ceramic Shield material thats 2x tougher smartphone glass . BUILT APPLE INTELLIGENCE  Apple Intelligence personal intelligence system helps write , express get things done effortlessly . groundbreaking privacy protections , gives peace mind one else access data  even Apple . TAKE TOTAL CAMERA CONTROL  Camera Control gives easier way quickly access camera tools , like zoom depth field , take perfect shot record time . MAGNIFICENT SHOTS  Take videos whole new level 4K 120 fps Dolby Vision , enabled 48MP Fusion camera . improved 48MP Ultra Wide camera lets capture mesmerising detail macro photos wide-angle shots . PHOTOGRAPHIC STYLES  latest-generation Photographic Styles give greater creative flexibility , make every photo even . thanks advances image pipeline , reverse style , time .  See product details",135900.0,4.3,147,https://m.media-amazon.com/images/I/3164xgZ11EL._SY445_SX342_QL70_ML2_.jpg
B0DGJ3L6LR,Smartphones,"iPhone 16 Pro Max 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; White Titanium",Apple,iPhone 16 Pro Max,"STUNNING TITANIUM DESIGN  iPhone 16 Pro Max strong light titanium design larger 17.43 cm ( 6.9 ) Super Retina XDR display . Its remarkably durable latest-generation Ceramic Shield material thats 2x tougher smartphone glass . BUILT APPLE INTELLIGENCE  Apple Intelligence personal intelligence system helps write , express get things done effortlessly . groundbreaking privacy protections , gives peace mind one else access data  even Apple . TAKE TOTAL CAMERA CONTROL  Camera Control gives easier way quickly access camera tools , like zoom depth field , take perfect shot record time . MAGNIFICENT SHOTS  Take videos whole new level 4K 120 fps Dolby Vision , enabled 48MP Fusion camera . improved 48MP Ultra Wide camera lets capture mesmerising detail macro photos wide-angle shots . PHOTOGRAPHIC STYLES  latest-generation Photographic Styles give greater creative flexibility , make every photo even . thanks advances image pipeline , reverse style , time .  See product details",135900.0,4.3,147,https://m.media-amazon.com/images/I/31qMi11K9PL._SY445_SX342_QL70_ML2_.jpg
B0DGJJM5HZ,Smartphones,"iPhone 16 Pro Max 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Black Titanium",Apple,iPhone 16 Pro Max,"STUNNING TITANIUM DESIGN  iPhone 16 Pro Max strong light titanium design larger 17.43 cm ( 6.9 ) Super Retina XDR display . Its remarkably durable latest-generation Ceramic Shield material thats 2x tougher smartphone glass . BUILT APPLE INTELLIGENCE  Apple Intelligence personal intelligence system helps write , express get things done effortlessly . groundbreaking privacy protections , gives peace mind one else access data  even Apple . TAKE TOTAL CAMERA CONTROL  Camera Control gives easier way quickly access camera tools , like zoom depth field , take perfect shot record time . MAGNIFICENT SHOTS  Take videos whole new level 4K 120 fps Dolby Vision , enabled 48MP Fusion camera . improved 48MP Ultra Wide camera lets capture mesmerising detail macro photos wide-angle shots . PHOTOGRAPHIC STYLES  latest-generation Photographic Styles give greater creative flexibility , make every photo even . thanks advances image pipeline , reverse style , time .  See product details",135900.0,4.3,147,https://m.media-amazon.com/images/I/31JDUhTPoLL._SY445_SX342_QL70_ML2_.jpg
B0CHX45NRR,Smartphones,Apple iPhone 15 Pro (512 GB) - Blue Titanium,Apple,iPhone 15 Pro,"FORGED TITANIUM  iPhone 15 Pro strong light aerospace-grade titanium design textured matte-glass back . also features Ceramic Shield front thats tougher smartphone glass . its splash , water , dust resistant . ADVANCED DISPLAY  6.1_x009d_ Super Retina XDR display ProMotion ramps refresh rates 120Hz need exceptional graphics performance . Dynamic Island bubbles alerts Live Notifications . Plus , Always-On display , Lock Screen stays glanceable , dont tap stay know . GAME-CHANGING A17 PRO CHIP  Pro-class GPU makes mobile games feel immersive , rich environments realistic characters . A17 Pro also incredibly efficient helps deliver amazing all-day battery life . POWERFUL PRO CAMERA SYSTEM  Get incredible framing flexibility 7 pro lenses . Capture super high-resolution photos color detail using 48MP Main camera . take sharper close-ups farther away . CUSTOMIZABLE ACTION BUTTON  Action button fast track favorite feature . set one want , like Silent mode , Camera , Voice Memo , Shortcut , . press hold launch action .  See product details",129900.0,4.4,401,https://m.media-amazon.com/images/I/41me-QfWqRL._SY445_SX342_QL70_ML2_.jpg
B0CHWV2WYK,Smartphones,Apple iPhone 15 Pro Max (256 GB) - Black Titanium,Apple,iPhone 15 Pro Max,"FORGED TITANIUM  iPhone 15 Pro Max strong light aerospace-grade titanium design textured matte-glass back . also features Ceramic Shield front thats tougher smartphone glass . its splash , water , dust resistant . ADVANCED DISPLAY  6.7_x009d_ Super Retina XDR display ProMotion ramps refresh rates 120Hz need exceptional graphics performance . Dynamic Island bubbles alerts Live Notifications . Plus , Always-On display , Lock Screen stays glanceable , dont tap stay know . GAME-CHANGING A17 PRO CHIP  Pro-class GPU makes mobile games feel immersive , rich environments realistic characters . A17 Pro also incredibly efficient helps deliver amazing all-day battery life . POWERFUL PRO CAMERA SYSTEM  Get incredible framing flexibility 7 pro lenses . Capture super high-resolution photos color detail using 48MP Main camera . take sharper close-ups farther away 5x Telephoto camera iPhone 15 Pro Max . CUSTOMIZABLE ACTION BUTTON  Action button fast track favorite feature . set one want , like Silent mode , Camera , Voice Memo , Shortcut , . press hold launch action .  See product details",128900.0,4.4,83,https://m.media-amazon.com/images/I/41lQuD3zXhL._SX300_SY300_QL70_ML2_.jpg
B0DGJ6151N,Smartphones,"iPhone 16 Pro 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Desert Titanium",Apple,iPhone 16 Pro,"STUNNING TITANIUM DESIGN  iPhone 16 Pro strong light titanium design larger 15.93 cm ( 6.3 ) Super Retina XDR display . Its remarkably durable latest-generation Ceramic Shield material thats 2x tougher smartphone glass . BUILT APPLE INTELLIGENCE  Apple Intelligence personal intelligence system helps write , express get things done effortlessly . groundbreaking privacy protections , gives peace mind one else access data  even Apple . TAKE TOTAL CAMERA CONTROL  Camera Control gives easier way quickly access camera tools , like zoom depth field , take perfect shot record time . MAGNIFICENT SHOTS  Take videos whole new level 4K 120 fps Dolby Vision , enabled 48MP Fusion camera . improved 48MP Ultra Wide camera lets capture mesmerising detail macro photos wide-angle shots . PHOTOGRAPHIC STYLES  latest-generation Photographic Styles give greater creative flexibility , make every photo even . thanks advances image pipeline , reverse style , time .  See product details",122900.0,4.3,149,https://m.media-amazon.com/images/I/31TEA0qrUBL._SY445_SX342_QL70_ML2_.jpg
B0DGJC8DG8,Smartphones,"iPhone 16 Pro 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Black Titanium",Apple,iPhone 16 Pro,"STUNNING TITANIUM DESIGN  iPhone 16 Pro strong light titanium design larger 15.93 cm ( 6.3 ) Super Retina XDR display . Its remarkably durable latest-generation Ceramic Shield material thats 2x tougher smartphone glass . BUILT APPLE INTELLIGENCE  Apple Intelligence personal intelligence system helps write , express get things done effortlessly . groundbreaking privacy protections , gives peace mind one else access data  even Apple . TAKE TOTAL CAMERA CONTROL  Camera Control gives easier way quickly access camera tools , like zoom depth field , take perfect shot record time . MAGNIFICENT SHOTS  Take videos whole new level 4K 120 fps Dolby Vision , enabled 48MP Fusion camera . improved 48MP Ultra Wide camera lets capture mesmerising detail macro photos wide-angle shots . PHOTOGRAPHIC STYLES  latest-generation Photographic Styles give greater creative flexibility , make every photo even . thanks advances image pipeline , reverse style , time .  See product details",122900.0,4.3,149,https://m.media-amazon.com/images/I/31g-P19G-yL._SY445_SX342_QL70_ML2_.jpg
B0DGJ3THPR,Smartphones,"iPhone 16 Pro 128 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Desert Titanium",Apple,iPhone 16 Pro,"STUNNING TITANIUM DESIGN  iPhone 16 Pro strong light titanium design larger 15.93 cm ( 6.3 ) Super Retina XDR display . Its remarkably durable latest-generation Ceramic Shield material thats 2x tougher smartphone glass . BUILT APPLE INTELLIGENCE  Apple Intelligence personal intelligence system helps write , express get things done effortlessly . groundbreaking privacy protections , gives peace mind one else access data  even Apple . TAKE TOTAL CAMERA CONTROL  Camera Control gives easier way quickly access camera tools , like zoom depth field , take perfect shot record time . MAGNIFICENT SHOTS  Take videos whole new level 4K 120 fps Dolby Vision , enabled 48MP Fusion camera . improved 48MP Ultra Wide camera lets capture mesmerising detail macro photos wide-angle shots . PHOTOGRAPHIC STYLES  latest-generation Photographic Styles give greater creative flexibility , make every photo even . thanks advances image pipeline , reverse style , time .  See product details",112900.0,4.3,149,https://m.media-amazon.com/images/I/31TEA0qrUBL._SY445_SX342_QL70_ML2_.jpg
B0DGJH94KM,Smartphones,"iPhone 16 Pro 128 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Natural Titanium",Apple,iPhone 16 Pro,"STUNNING TITANIUM DESIGN  iPhone 16 Pro strong light titanium design larger 15.93 cm ( 6.3 ) Super Retina XDR display . Its remarkably durable latest-generation Ceramic Shield material thats 2x tougher smartphone glass . BUILT APPLE INTELLIGENCE  Apple Intelligence personal intelligence system helps write , express get things done effortlessly . groundbreaking privacy protections , gives peace mind one else access data  even Apple . TAKE TOTAL CAMERA CONTROL  Camera Control gives easier way quickly access camera tools , like zoom depth field , take perfect shot record time . MAGNIFICENT SHOTS  Take videos whole new level 4K 120 fps Dolby Vision , enabled 48MP Fusion camera . improved 48MP Ultra Wide camera lets capture mesmerising detail macro photos wide-angle shots . PHOTOGRAPHIC STYLES  latest-generation Photographic Styles give greater creative flexibility , make every photo even . thanks advances image pipeline , reverse style , time .  See product details",112900.0,4.3,149,https://m.media-amazon.com/images/I/31hmAP7NTqL._SY445_SX342_QL70_ML2_.jpg
B0DGJ58SMG,Smartphones,"iPhone 16 Plus 512 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Ultrmarine",Apple,iPhone 16 Plus,"BUILT APPLE INTELLIGENCE  Apple Intelligence personal intelligence system helps write , express get things done effortlessly . groundbreaking privacy protections , gives peace mind one else access data  even Apple . TAKE TOTAL CAMERA CONTROL  Camera Control gives easier way quickly access camera tools , like zoom depth field , take perfect shot record time . GET CLOSER  improved Ultra Wide camera autofocus lets take incredibly detailed macro photos videos . Use 48MP Fusion camera stunning high-resolution images , zoom 2x optical-quality Telephoto . PHOTOGRAPHIC STYLES  latest-generation Photographic Styles give greater creative flexibility , make every photo even . reverse styles anytime want . SUPER-SMART A18 CHIP  A18 jumps two generations ahead A16 Bionic chip iPhone 15 . enables Apple Intelligence , powers advanced photo video features , supports console-level gaming , exceptional power efficiency .  See product details",110900.0,4.4,162,https://m.media-amazon.com/images/I/31Sm7rY5XxL._SY445_SX342_QL70_ML2_.jpg
B0DGJGVK8T,Smartphones,"iPhone 16 512 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; White",Apple,iPhone 16,"BUILT APPLE INTELLIGENCE  Apple Intelligence personal intelligence system helps write , express get things done effortlessly . groundbreaking privacy protections , gives peace mind one else access data  even Apple . TAKE TOTAL CAMERA CONTROL  Camera Control gives easier way quickly access camera tools , like zoom depth field , take perfect shot record time . GET CLOSER  improved Ultra Wide camera autofocus lets take incredibly detailed macro photos videos . Use 48MP Fusion camera stunning high-resolution images , zoom 2x optical-quality Telephoto . PHOTOGRAPHIC STYLES  latest-generation Photographic Styles give greater creative flexibility , make every photo even . reverse styles anytime want . SUPER-SMART A18 CHIP  A18 jumps two generations ahead A16 Bionic chip iPhone 15 . enables Apple Intelligence , powers advanced photo video features , supports console-level gaming , exceptional power efficiency .  See product details",104900.0,4.4,336,https://m.media-amazon.com/images/I/31zA1lIK+tL._SX342_SY445_.jpg
B0DGJBZLD1,Smartphones,"iPhone 16 512 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Teal",Apple,iPhone 16,"BUILT APPLE INTELLIGENCE  Apple Intelligence personal intelligence system helps write , express get things done effortlessly . groundbreaking privacy protections , gives peace mind one else access data  even Apple . TAKE TOTAL CAMERA CONTROL  Camera Control gives easier way quickly access camera tools , like zoom depth field , take perfect shot record time . GET CLOSER  improved Ultra Wide camera autofocus lets take incredibly detailed macro photos videos . Use 48MP Fusion camera stunning high-resolution images , zoom 2x optical-quality Telephoto . PHOTOGRAPHIC STYLES  latest-generation Photographic Styles give greater creative flexibility , make every photo even . reverse styles anytime want . SUPER-SMART A18 CHIP  A18 jumps two generations ahead A16 Bionic chip iPhone 15 . enables Apple Intelligence , powers advanced photo video features , supports console-level gaming , exceptional power efficiency .  See product details",97900.0,4.4,336,https://m.media-amazon.com/images/I/31ewxqWri1L._SY445_SX342_QL70_ML2_.jpg
